User ID,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
User 952,1.06,0.96,2.57,0.51,0.82,1.96,3.19,2.74,1.66,2.46
User 953,0.93,2.08,1.26,0.56,0.94,2.56,3.18,2.81,1.63,2.54
User 954,1.87,0.8,1.66,0.98,0.46,1.26,3.19,2.78,1.28,2.5
User 955,1.25,0.84,1.71,1.12,0.34,1.22,3.19,2.7,1.5,2.48
User 956,0.61,1.08,2.22,0.65,1.2,2.06,3.19,2.62,1.31,2.34
User 957,0.86,1.8,1.33,0.57,1.38,2.62,3.18,2.82,1.54,2.54
User 958,1.34,1.16,0.66,0.34,0.82,1.34,3.17,2.66,1.02,3.42
User 959,0.61,1.44,0.3,0.4,0.8,1.28,3.18,2.8,1.73,2.88
User 960,1.41,1.04,0.32,0.62,0.54,2.4,3.18,3.18,1.82,2.66
User 961,0.58,1.24,1.95,0.61,1.22,1.86,3.19,2.72,1.7,2.38
User 962,0.85,1.12,1.1,0.41,1.22,2,3.18,2.98,1.41,2.88
User 963,0.61,1.4,0.24,0.42,0.98,1.42,3.17,2.82,2.18,3.2
User 964,0.96,1.16,2.7,0.62,0.62,1.8,3.2,2.81,1.22,2.4
User 965,1.25,1.24,0.43,0.62,0.72,2.7,3.18,3.07,1.82,2.8
User 966,0.64,0.96,0.22,0.38,1.74,2.26,3.17,3.19,1.79,3.28
User 967,0.91,1.96,1.82,0.4,1.52,1.82,3.19,2.74,1.73,2.38
User 968,0.74,1.36,0.64,0.54,0.64,1.7,3.18,2.85,1.66,2.58
User 969,0.51,1.2,0.22,0.73,0.9,2.22,3.18,2.77,1.34,3.05
User 970,0.8,1.32,0.4,0.61,0.32,0.96,3.18,2.57,1.54,2.54
User 971,0.58,1.96,0.24,0.47,1.04,1.74,3.18,2.7,1.57,2.62
User 972,1.28,1.24,0.14,0.55,0.62,2.26,3.18,2.86,2.46,2.54
User 973,1.22,1.16,0.38,1.55,0.4,1.24,3.18,2.82,1.92,2.54
User 974,0.38,1.96,0.19,0.48,1.14,2.14,3.18,2.78,1.54,2.58
User 975,1.02,2.44,1.89,0.47,1.76,2.5,3.19,2.66,1.73,2.48
User 976,0.74,1.12,0.3,0.53,0.88,1.38,3.17,2.78,0.99,3.2
User 977,1.25,0.92,1.12,0.38,0.78,1.68,3.18,2.79,1.34,2.8
User 978,0.61,1.32,0.67,0.43,1.3,1.78,3.17,2.81,1.34,3.02
User 979,0.93,0.2,0.13,0.43,0.3,0.4,3.18,2.98,1.12,2.46
User 980,0.93,0.56,1.13,0.51,1.34,2.36,3.18,2.87,1.34,2.4
