Date,average_price,small_hass_volume,large_hass_volume,extra_l_hass_volume,type,yr,region,wk
2017-07-23,1.95,159.08,5194.4,192.67,organic,2017,RaleighGreensboro,30
2017-07-16,1.99,148.68,5715.34,222.11,organic,2017,RaleighGreensboro,29
2017-07-09,1.97,101.76,5697.63,240.83,organic,2017,RaleighGreensboro,28
2017-07-02,2.05,139.69,5019.56,219.17,organic,2017,RaleighGreensboro,27
2017-06-25,1.95,173.53,5355.82,266.79,organic,2017,RaleighGreensboro,26
2017-06-18,1.91,185.41,5446.58,288.95,organic,2017,RaleighGreensboro,25
2017-06-11,2.03,296.11,5183.19,293.94,organic,2017,RaleighGreensboro,24
2017-06-04,2.38,278.47,5303.7,280.8,organic,2017,RaleighGreensboro,23
2017-05-28,2.55,315.52,5326.02,364.99,organic,2017,RaleighGreensboro,22
2017-05-21,2.63,311.21,5215.69,311.21,organic,2017,RaleighGreensboro,21
2017-05-14,2.44,182.76,6859.79,373.56,organic,2017,RaleighGreensboro,20
2017-05-07,2.61,231.3,5522.61,307.07,organic,2017,RaleighGreensboro,19
2017-04-30,2.76,302.62,4790.79,293.52,organic,2017,RaleighGreensboro,18
2017-04-23,2.73,298.89,5183.86,256.68,organic,2017,RaleighGreensboro,17
2017-04-16,2.24,202.49,6574.76,531.29,organic,2017,RaleighGreensboro,16
2017-04-09,2.07,208.57,6330.09,401.45,organic,2017,RaleighGreensboro,15
2017-04-02,2.21,231.24,6808.06,416.45,organic,2017,RaleighGreensboro,14
2017-03-26,1.94,236.74,6075.77,440.09,organic,2017,RaleighGreensboro,13
2017-03-19,1.83,251.2,4806.55,342.44,organic,2017,RaleighGreensboro,12
2017-03-12,1.9,248.79,4782.34,360.74,organic,2017,RaleighGreensboro,11
2017-03-05,1.54,310.11,3737.67,220.26,organic,2017,RaleighGreensboro,10
2017-02-26,1.56,241.98,4059.23,328.88,organic,2017,RaleighGreensboro,9
2017-02-19,1.55,169.95,4133.16,283.98,organic,2017,RaleighGreensboro,8
2017-02-12,1.54,239.38,4073.5,292.17,organic,2017,RaleighGreensboro,7
2017-02-05,1.77,219.34,3567.45,282.75,organic,2017,RaleighGreensboro,6
2017-01-29,1.63,210.3,5718.04,367.53,organic,2017,RaleighGreensboro,5
2017-01-22,1.59,224.66,4242.03,477.69,organic,2017,RaleighGreensboro,4
2017-01-15,1.62,185.33,5492.56,523.31,organic,2017,RaleighGreensboro,3
2017-01-08,1.52,179.81,4508.4,369.14,organic,2017,RaleighGreensboro,2
2017-01-01,1.78,121.25,3157.17,299.93,organic,2017,RaleighGreensboro,1
2017-12-31,1.39,496.98,2962.71,94.76,organic,2017,RichmondNorfolk,53
2017-12-24,1.41,527.99,2640.21,65.74,organic,2017,RichmondNorfolk,52
2017-12-17,1.43,531.72,2596.59,60.05,organic,2017,RichmondNorfolk,51
2017-12-10,1.4,365.36,2618.38,68.67,organic,2017,RichmondNorfolk,50
2017-12-03,1.5,591.86,3015.71,62.15,organic,2017,RichmondNorfolk,49
2017-11-26,1.58,441.93,2360.47,39.34,organic,2017,RichmondNorfolk,48
2017-11-19,1.62,469.82,2619.23,36.54,organic,2017,RichmondNorfolk,47
2017-11-12,1.57,632.19,2374.29,63.61,organic,2017,RichmondNorfolk,46
2017-11-05,1.64,1262.85,2499.88,52.94,organic,2017,RichmondNorfolk,45
2017-10-29,1.67,327.71,2184.05,36.01,organic,2017,RichmondNorfolk,44
2017-10-22,1.62,370.45,2692.51,53.05,organic,2017,RichmondNorfolk,43
2017-10-15,1.6,323.77,2409.46,66.32,organic,2017,RichmondNorfolk,42
2017-10-08,1.56,416.49,2475.61,67.47,organic,2017,RichmondNorfolk,41
2017-10-01,1.6,250.53,2545.53,18.17,organic,2017,RichmondNorfolk,40
2017-09-24,1.76,257.62,2561.93,53.35,organic,2017,RichmondNorfolk,39
2017-09-17,1.59,336.19,2732.34,44.13,organic,2017,RichmondNorfolk,38
2017-09-10,2,526.93,3525.9,42.94,organic,2017,RichmondNorfolk,37
2017-09-03,2.05,654.67,3231.63,56.08,organic,2017,RichmondNorfolk,36
2017-08-27,1.96,517,3473.29,114.73,organic,2017,RichmondNorfolk,35
2017-08-20,1.93,573.89,3458.89,59.59,organic,2017,RichmondNorfolk,34
2017-08-13,1.79,541.48,3363.51,112.95,organic,2017,RichmondNorfolk,33
2017-08-06,1.66,513.56,3881.12,71.87,organic,2017,RichmondNorfolk,32
2017-07-30,1.56,623.91,4519.06,138.65,organic,2017,RichmondNorfolk,31
2017-07-23,1.45,490.84,4973.46,117.18,organic,2017,RichmondNorfolk,30
2017-07-16,1.71,556,4078.58,201.95,organic,2017,RichmondNorfolk,29
2017-07-09,1.81,720.65,5308.78,142.87,organic,2017,RichmondNorfolk,28
2017-07-02,1.84,649.11,4909,127.57,organic,2017,RichmondNorfolk,27
2017-06-25,1.64,656.89,5010.34,83.67,organic,2017,RichmondNorfolk,26
2017-06-18,1.78,709.84,4861.94,114.37,organic,2017,RichmondNorfolk,25
2017-06-11,1.56,666.26,4779.4,149.16,organic,2017,RichmondNorfolk,24
2017-06-04,1.72,740.89,4505.97,176.87,organic,2017,RichmondNorfolk,23
2017-05-28,1.6,771.94,4134.06,160.29,organic,2017,RichmondNorfolk,22
2017-05-21,1.52,536.61,4072.81,205.25,organic,2017,RichmondNorfolk,21
2017-05-14,1.72,561.89,4265.52,195.63,organic,2017,RichmondNorfolk,20
2017-05-07,1.68,514.87,4408.58,216.59,organic,2017,RichmondNorfolk,19
2017-04-30,1.77,597.65,5030.44,184.19,organic,2017,RichmondNorfolk,18
2017-04-23,1.65,641.94,4484.77,159.23,organic,2017,RichmondNorfolk,17
2017-04-16,1.46,649.64,4688.25,221.16,organic,2017,RichmondNorfolk,16
2017-04-09,1.04,659.45,4489.03,247.92,organic,2017,RichmondNorfolk,15
2017-04-02,1.41,783.17,4621.86,247.98,organic,2017,RichmondNorfolk,14
2017-03-26,1.06,674.2,4196.02,197.7,organic,2017,RichmondNorfolk,13
2017-03-19,1.55,757.42,3820.16,217.31,organic,2017,RichmondNorfolk,12
2017-03-12,1.46,599.65,3963.56,189.23,organic,2017,RichmondNorfolk,11
2017-03-05,1.06,635.96,3287.69,201.39,organic,2017,RichmondNorfolk,10
2017-02-26,1.01,721.23,3569.87,221.42,organic,2017,RichmondNorfolk,9
2017-02-19,1.24,522.24,3373.76,263.72,organic,2017,RichmondNorfolk,8
2017-02-12,1.12,424.16,3355.43,236.07,organic,2017,RichmondNorfolk,7
2017-02-05,1.42,527.83,2515.41,159.11,organic,2017,RichmondNorfolk,6
2017-01-29,1.32,592.19,3683.49,230.3,organic,2017,RichmondNorfolk,5
2017-01-22,1.27,436.2,2878.14,180.28,organic,2017,RichmondNorfolk,4
2017-01-15,1.56,434.68,2923.44,197.24,organic,2017,RichmondNorfolk,3
2017-01-08,1.48,490.6,3085.34,205.36,organic,2017,RichmondNorfolk,2
2017-01-01,1.62,584.97,2230.14,209.54,organic,2017,RichmondNorfolk,1
2017-12-31,1.5,147.66,1513.56,0,organic,2017,Roanoke,53
2017-12-24,1.54,210.66,1517.29,0,organic,2017,Roanoke,52
2017-12-17,1.58,141.87,1437.09,0,organic,2017,Roanoke,51
2017-12-10,1.47,124.73,1438.67,0,organic,2017,Roanoke,50
2017-12-03,1.42,195.13,1573.6,0,organic,2017,Roanoke,49
2017-11-26,1.56,247.15,1535.64,0,organic,2017,Roanoke,48
2017-11-19,1.54,231.4,1669.66,0,organic,2017,Roanoke,47
2017-11-12,1.46,221.24,1429.79,0,organic,2017,Roanoke,46
2017-11-05,1.5,163.9,1362.58,0,organic,2017,Roanoke,45
2017-10-29,1.53,151.09,1301.57,0,organic,2017,Roanoke,44
2017-10-22,1.53,262.63,1702.26,0,organic,2017,Roanoke,43
2017-10-15,1.64,221.97,1582.91,0,organic,2017,Roanoke,42
2017-10-08,1.72,228.36,1675.12,0,organic,2017,Roanoke,41
2017-10-01,1.83,271.56,1683.7,0,organic,2017,Roanoke,40
2017-09-24,2.08,226.04,1466.48,0,organic,2017,Roanoke,39
2017-09-17,1.9,232.91,1598.3,0,organic,2017,Roanoke,38
2017-09-10,2.19,258.82,1879.95,0,organic,2017,Roanoke,37
2017-09-03,2.27,358.1,1952.12,0,organic,2017,Roanoke,36
2017-08-27,2.17,311.6,2074.07,0,organic,2017,Roanoke,35
2017-08-20,2.08,352.99,1992.25,0,organic,2017,Roanoke,34
2017-08-13,2,295.77,1577.89,0,organic,2017,Roanoke,33
2017-08-06,1.81,282.29,2012.36,0,organic,2017,Roanoke,32
2017-07-30,1.59,310.32,2134.34,0,organic,2017,Roanoke,31
2017-07-23,1.49,365.76,2772.19,0,organic,2017,Roanoke,30
2017-07-16,1.64,242.19,2225.86,0,organic,2017,Roanoke,29
2017-07-09,1.62,327.53,2701.41,0,organic,2017,Roanoke,28
2017-07-02,1.78,212.95,2696.9,0,organic,2017,Roanoke,27
2017-06-25,1.42,253.77,2759.2,0,organic,2017,Roanoke,26
2017-06-18,1.61,385.86,3385.75,0,organic,2017,Roanoke,25
2017-06-11,1.35,279.3,3013.37,0,organic,2017,Roanoke,24
2017-06-04,1.51,317.8,2674.54,0,organic,2017,Roanoke,23
2017-05-28,1.37,297.27,2385.12,0,organic,2017,Roanoke,22
2017-05-21,1.59,336.52,2483.17,0,organic,2017,Roanoke,21
2017-05-14,1.81,230.45,2146.33,0,organic,2017,Roanoke,20
2017-05-07,1.72,343.02,2428.09,0,organic,2017,Roanoke,19
2017-04-30,1.87,353.77,2775.79,0,organic,2017,Roanoke,18
2017-04-23,1.58,339.78,2413.71,0,organic,2017,Roanoke,17
2017-04-16,1.24,382.64,2457.06,0,organic,2017,Roanoke,16
2017-04-09,0.89,382.49,2930.05,0,organic,2017,Roanoke,15
2017-04-02,1.19,309.33,3031.18,0,organic,2017,Roanoke,14
2017-03-26,0.84,258.31,2811.96,0,organic,2017,Roanoke,13
2017-03-19,1.2,222.33,2146.38,0,organic,2017,Roanoke,12
2017-03-12,1.13,297.8,2537.83,0,organic,2017,Roanoke,11
2017-03-05,0.7,337.56,2105.48,0,organic,2017,Roanoke,10
2017-02-26,0.77,246.43,2759.77,0,organic,2017,Roanoke,9
2017-02-19,0.94,231.37,2672.7,0,organic,2017,Roanoke,8
2017-02-12,0.88,212.09,3013.89,0,organic,2017,Roanoke,7
2017-02-05,1.14,224.66,5303.06,0,organic,2017,Roanoke,6
2017-01-29,1.18,339.58,3824.05,0,organic,2017,Roanoke,5
2017-01-22,1.16,234.38,2584.95,0,organic,2017,Roanoke,4
2017-01-15,1.6,194.17,3113.34,0,organic,2017,Roanoke,3
2017-01-08,1.61,263.74,2764.44,0,organic,2017,Roanoke,2
2017-01-01,1.51,212.55,2337.72,0,organic,2017,Roanoke,1
2017-12-31,1.61,3891.4,3759.45,0,organic,2017,Sacramento,53
2017-12-24,1.68,2716.18,3016.72,0,organic,2017,Sacramento,52
2017-12-17,1.72,1965.07,2423.74,0,organic,2017,Sacramento,51
2017-12-10,1.75,1703.63,2659.43,0,organic,2017,Sacramento,50
2017-12-03,1.69,2066.63,2100.86,0,organic,2017,Sacramento,49
2017-11-26,1.72,2309.23,2494.13,0,organic,2017,Sacramento,48
2017-11-19,1.69,2684.95,2463.04,0,organic,2017,Sacramento,47
2017-11-12,1.81,2473.4,2399.57,0,organic,2017,Sacramento,46
2017-11-05,1.74,2535.09,2818.07,0,organic,2017,Sacramento,45
2017-10-29,1.86,2787.56,2909.91,0,organic,2017,Sacramento,44
2017-10-22,1.81,2679.07,2828.24,0,organic,2017,Sacramento,43
2017-10-15,1.92,2439.7,3012.02,0,organic,2017,Sacramento,42
2017-10-08,1.84,2487.05,2762.42,0,organic,2017,Sacramento,41
2017-10-01,1.86,2464.29,2785.94,0,organic,2017,Sacramento,40
2017-09-24,1.89,2672.33,3111.54,0,organic,2017,Sacramento,39
2017-09-17,1.92,3470.19,3797.05,0,organic,2017,Sacramento,38
2017-09-10,1.96,3074,3484.74,0,organic,2017,Sacramento,37
2017-09-03,2.15,2654.23,3298.64,0,organic,2017,Sacramento,36
2017-08-27,2.49,2222.37,2802.72,0,organic,2017,Sacramento,35
2017-08-20,2.33,2354.98,2815.2,1.31,organic,2017,Sacramento,34
2017-08-13,2.09,2079.18,3059.01,0,organic,2017,Sacramento,33
2017-08-06,1.99,1620.1,2516,0,organic,2017,Sacramento,32
2017-07-30,1.86,811.56,2096.87,0,organic,2017,Sacramento,31
2017-07-23,1.97,1474.65,2451.59,0,organic,2017,Sacramento,30
2017-07-16,2.19,1251,2443.85,0,organic,2017,Sacramento,29
2017-07-09,2.36,1253.12,1982.16,0,organic,2017,Sacramento,28
2017-07-02,2.32,1472.51,2437.84,2.7,organic,2017,Sacramento,27
2017-06-25,2.37,2005.87,2820.32,0,organic,2017,Sacramento,26
2017-06-18,2.48,2609.09,3616.91,0,organic,2017,Sacramento,25
2017-06-11,2.5,2177.24,3527.98,0,organic,2017,Sacramento,24
2017-06-04,2.43,2184.08,3605.15,0,organic,2017,Sacramento,23
2017-05-28,2.46,2305.34,3465.79,0,organic,2017,Sacramento,22
2017-05-21,2.4,2135.74,2881.3,1.35,organic,2017,Sacramento,21
2017-05-14,2.43,1982.43,2481.05,2.68,organic,2017,Sacramento,20
2017-05-07,2.52,1861.76,3058.89,0,organic,2017,Sacramento,19
2017-04-30,2.39,2222.42,3238.73,1.35,organic,2017,Sacramento,18
2017-04-23,2.29,1967.94,3979.11,0,organic,2017,Sacramento,17
2017-04-16,2.35,2025.64,3501.53,0,organic,2017,Sacramento,16
2017-04-09,2.37,2155.7,3467.14,0,organic,2017,Sacramento,15
2017-04-02,2.31,2073.38,3328.69,0,organic,2017,Sacramento,14
2017-03-26,2.44,2084.95,3599.7,0,organic,2017,Sacramento,13
2017-03-19,2.46,1795.34,3449.75,0,organic,2017,Sacramento,12
2017-03-12,2.36,1643.55,3655.76,2.68,organic,2017,Sacramento,11
2017-03-05,2.5,1736.82,3853.83,0,organic,2017,Sacramento,10
2017-02-26,2.06,1808.8,4379.48,0,organic,2017,Sacramento,9
2017-02-19,2.32,1718.41,3242.62,1.34,organic,2017,Sacramento,8
2017-02-12,2.25,1708.08,3229.82,0,organic,2017,Sacramento,7
2017-02-05,1.6,2241.28,5057.01,0,organic,2017,Sacramento,6
2017-01-29,2.02,1652.72,4786.42,12.15,organic,2017,Sacramento,5
2017-01-22,1.89,1800.88,3930.91,0,organic,2017,Sacramento,4
2017-01-15,2.31,1502.96,3492.53,0,organic,2017,Sacramento,3
2017-01-08,2.15,1630.79,3665,0,organic,2017,Sacramento,2
2017-01-01,2.24,1906.72,3364.33,0,organic,2017,Sacramento,1
2017-12-31,2,2721.78,7973.65,0,organic,2017,SanDiego,53
2017-12-24,1.82,849.59,9042.84,0,organic,2017,SanDiego,52
2017-12-17,1.54,1020.5,8775.1,0,organic,2017,SanDiego,51
2017-12-10,2.05,2436.56,6895.21,0,organic,2017,SanDiego,50
2017-12-03,1.79,761.67,7500.08,0,organic,2017,SanDiego,49
2017-11-26,2.17,468.45,7239.24,0,organic,2017,SanDiego,48
2017-11-19,2.17,692.38,7420.01,0,organic,2017,SanDiego,47
2017-11-12,2.13,770.92,6108.74,0,organic,2017,SanDiego,46
2017-11-05,1.6,761.73,10819.54,0,organic,2017,SanDiego,45
2017-10-29,2.13,863.06,6224.07,0,organic,2017,SanDiego,44
2017-10-22,2.15,951.67,6964.44,0,organic,2017,SanDiego,43
2017-10-15,2.25,713.19,6513.89,0,organic,2017,SanDiego,42
2017-10-08,2.33,754.58,8162.44,0,organic,2017,SanDiego,41
2017-10-01,2.27,1595.59,8857.77,0,organic,2017,SanDiego,40
2017-09-24,2.23,2804.46,10041.55,0,organic,2017,SanDiego,39
2017-09-17,2.39,2229.66,9322.51,0,organic,2017,SanDiego,38
2017-09-10,2.37,1925.87,9140.03,0,organic,2017,SanDiego,37
2017-09-03,2.01,1139.04,10923.85,0,organic,2017,SanDiego,36
2017-08-27,2.57,1397.94,7309.89,0,organic,2017,SanDiego,35
2017-08-20,2.42,1007.89,7203.91,0,organic,2017,SanDiego,34
2017-08-13,2.32,930.36,6082.22,0,organic,2017,SanDiego,33
2017-08-06,2.37,1047.77,6973.51,0,organic,2017,SanDiego,32
2017-07-30,2.37,819.66,6870.21,0,organic,2017,SanDiego,31
2017-07-23,2.31,784.86,8530.78,0,organic,2017,SanDiego,30
2017-07-16,2.3,693.61,9183.67,0,organic,2017,SanDiego,29
2017-07-09,1.91,1037.82,10325.37,0,organic,2017,SanDiego,28
2017-07-02,2,1108.18,11656.52,0,organic,2017,SanDiego,27
2017-06-25,1.73,975.09,8290.7,0,organic,2017,SanDiego,26
2017-06-18,1.8,1067.68,8361.69,0,organic,2017,SanDiego,25
2017-06-11,2.06,1163.03,8506.74,1.59,organic,2017,SanDiego,24
2017-06-04,1.71,1135.74,12172.77,1.6,organic,2017,SanDiego,23
2017-05-28,1.91,843.78,9946.37,1.66,organic,2017,SanDiego,22
2017-05-21,2.05,853.03,9892.77,1.65,organic,2017,SanDiego,21
2017-05-14,2.22,1455.55,9485.09,1.66,organic,2017,SanDiego,20
2017-05-07,1.72,1347.86,14683.9,1.67,organic,2017,SanDiego,19
2017-04-30,1.83,1461.21,10052.54,1.61,organic,2017,SanDiego,18
2017-04-23,1.97,1088.81,9477.69,1.63,organic,2017,SanDiego,17
2017-04-16,2.08,940.85,9921.7,0,organic,2017,SanDiego,16
2017-04-09,1.94,1208.64,9538.85,1.65,organic,2017,SanDiego,15
2017-04-02,1.88,1779.7,10473.46,0,organic,2017,SanDiego,14
2017-03-26,2.06,2883.71,10030.37,0,organic,2017,SanDiego,13
2017-03-19,1.59,927.81,13605.83,4.94,organic,2017,SanDiego,12
2017-03-12,1.72,991.9,9806.6,4.96,organic,2017,SanDiego,11
2017-03-05,1.42,1137.22,8737.49,0,organic,2017,SanDiego,10
2017-02-26,1.42,1099.33,10427.06,0,organic,2017,SanDiego,9
2017-02-19,1.4,1266.28,10960.8,0,organic,2017,SanDiego,8
2017-02-12,1.66,1014.35,7049.67,0,organic,2017,SanDiego,7
2017-02-05,1.55,1784.39,10882.94,0,organic,2017,SanDiego,6
2017-01-29,1.21,1477.75,8949.53,4.86,organic,2017,SanDiego,5
2017-01-22,1.73,2019.23,6869.87,0,organic,2017,SanDiego,4
2017-01-15,1.82,2529.2,7637.66,0,organic,2017,SanDiego,3
2017-01-08,1.52,2363.28,9429.06,0,organic,2017,SanDiego,2
2017-01-01,1.45,1385.18,8618.28,0,organic,2017,SanDiego,1
2017-12-31,1.52,14037.89,8786.88,0,organic,2017,SanFrancisco,53
2017-12-24,2.01,7759.8,8376.79,0,organic,2017,SanFrancisco,52
2017-12-17,2.1,7411.52,8344.76,0,organic,2017,SanFrancisco,51
2017-12-10,2.27,7080.05,7071.98,0,organic,2017,SanFrancisco,50
2017-12-03,2.07,8275.24,5745.39,0,organic,2017,SanFrancisco,49
2017-11-26,2.06,8640.78,6277.06,0,organic,2017,SanFrancisco,48
2017-11-19,2.06,9956.34,6931.07,0,organic,2017,SanFrancisco,47
2017-11-12,2.07,10941.23,7789.47,0,organic,2017,SanFrancisco,46
2017-11-05,2.05,10983.96,8063.69,0,organic,2017,SanFrancisco,45
2017-10-29,2.09,11099.63,8152.39,0,organic,2017,SanFrancisco,44
2017-10-22,2.08,9739.13,7981.22,0,organic,2017,SanFrancisco,43
2017-10-15,2.09,10237.78,8211.76,0,organic,2017,SanFrancisco,42
2017-10-08,2.07,10832.88,8426.55,0,organic,2017,SanFrancisco,41
2017-10-01,2.04,11899.79,9824.74,0,organic,2017,SanFrancisco,40
2017-09-24,2.06,10381.1,8026.03,0,organic,2017,SanFrancisco,39
2017-09-17,2.04,18705.05,12704.86,0,organic,2017,SanFrancisco,38
2017-09-10,2.05,16389.89,11491.2,0,organic,2017,SanFrancisco,37
2017-09-03,2.08,12620.57,9443.2,0,organic,2017,SanFrancisco,36
2017-08-27,3,10517.41,7907.99,0,organic,2017,SanFrancisco,35
2017-08-20,2.93,9571.06,7792.22,0,organic,2017,SanFrancisco,34
2017-08-13,2.57,8857.4,8680.4,0,organic,2017,SanFrancisco,33
2017-08-06,2.33,3753.8,5234.25,0,organic,2017,SanFrancisco,32
2017-07-30,2.14,1825.73,3948.19,0,organic,2017,SanFrancisco,31
2017-07-23,2.44,5952.05,6286.11,0,organic,2017,SanFrancisco,30
2017-07-16,2.4,4163.34,5797.11,0,organic,2017,SanFrancisco,29
2017-07-09,2.45,2009.13,3654.42,2.92,organic,2017,SanFrancisco,28
2017-07-02,2.59,4003.36,5495.51,0,organic,2017,SanFrancisco,27
2017-06-25,2.66,5755.58,6914.77,0,organic,2017,SanFrancisco,26
2017-06-18,2.76,10701.89,10234.08,0,organic,2017,SanFrancisco,25
2017-06-11,2.77,10768.91,11690.84,4.37,organic,2017,SanFrancisco,24
2017-06-04,2.72,9678.79,10552.04,2.91,organic,2017,SanFrancisco,23
2017-05-28,2.73,10640.43,10979.17,8.75,organic,2017,SanFrancisco,22
2017-05-21,2.65,9604.14,10281.74,4.36,organic,2017,SanFrancisco,21
2017-05-14,2.64,8772.82,8839.82,2.91,organic,2017,SanFrancisco,20
2017-05-07,2.54,7404.38,8501.99,0,organic,2017,SanFrancisco,19
2017-04-30,2.58,9036.95,10350.79,2.91,organic,2017,SanFrancisco,18
2017-04-23,2.56,7818.54,10178.28,2.92,organic,2017,SanFrancisco,17
2017-04-16,2.59,9013.66,10581.45,5.84,organic,2017,SanFrancisco,16
2017-04-09,2.54,7773.14,9709.29,0,organic,2017,SanFrancisco,15
2017-04-02,2.59,8314.99,9720.42,0,organic,2017,SanFrancisco,14
2017-03-26,2.83,7369.03,9827.33,0,organic,2017,SanFrancisco,13
2017-03-19,2.88,6332.48,9140.83,11.7,organic,2017,SanFrancisco,12
2017-03-12,2.9,6727.84,7914.27,0,organic,2017,SanFrancisco,11
2017-03-05,2.92,8013.98,10054.06,0,organic,2017,SanFrancisco,10
2017-02-26,2.52,6707.73,8785.72,0,organic,2017,SanFrancisco,9
2017-02-19,2.58,7333.07,8809.03,0,organic,2017,SanFrancisco,8
2017-02-12,2.59,7271.61,8960.86,2.88,organic,2017,SanFrancisco,7
2017-02-05,1.61,10715.26,12410.67,8.76,organic,2017,SanFrancisco,6
2017-01-29,2.7,7224.2,7671.88,2.86,organic,2017,SanFrancisco,5
2017-01-22,2.03,8435.86,9045.98,2.86,organic,2017,SanFrancisco,4
2017-01-15,2.7,5875.7,8476.23,0,organic,2017,SanFrancisco,3
2017-01-08,2.58,6273,8466.99,0,organic,2017,SanFrancisco,2
2017-01-01,2.54,7268.66,10452.56,0,organic,2017,SanFrancisco,1
2017-12-31,1.24,1450.69,29692,23.44,organic,2017,Seattle,53
2017-12-24,1.75,928.21,13694.01,26.04,organic,2017,Seattle,52
2017-12-17,1.25,872.8,24764.43,28.57,organic,2017,Seattle,51
2017-12-10,1.07,1035.21,39167.18,43.9,organic,2017,Seattle,50
2017-12-03,1.19,1019.98,29524.69,55.28,organic,2017,Seattle,49
2017-11-26,1.76,582.45,11806.84,46.6,organic,2017,Seattle,48
2017-11-19,2.03,792.08,10568.84,38.64,organic,2017,Seattle,47
2017-11-12,2.06,932.33,10692.37,23.09,organic,2017,Seattle,46
2017-11-05,2.34,788.17,8753.24,7.67,organic,2017,Seattle,45
2017-10-29,2.43,1118.1,11280.32,16.56,organic,2017,Seattle,44
2017-10-22,2.3,1276.83,12683.1,15.26,organic,2017,Seattle,43
2017-10-15,2.69,1121.98,9881.49,25.43,organic,2017,Seattle,42
2017-10-08,2.8,1079.7,11176.2,7.6,organic,2017,Seattle,41
2017-10-01,2.86,770.12,9708.8,7.6,organic,2017,Seattle,40
2017-09-24,2.83,846,8040.13,18.99,organic,2017,Seattle,39
2017-09-17,2.86,883.47,8062.13,7.57,organic,2017,Seattle,38
2017-09-10,2.87,1051.52,10952.09,8.82,organic,2017,Seattle,37
2017-09-03,2.89,1289.56,12808.63,8.84,organic,2017,Seattle,36
2017-08-27,2.96,1134.59,11055.6,12.57,organic,2017,Seattle,35
2017-08-20,2.87,1189.85,11984.19,16.39,organic,2017,Seattle,34
2017-08-13,2.65,1215.98,11028.92,7.58,organic,2017,Seattle,33
2017-08-06,2.58,1335.08,13120.04,36.29,organic,2017,Seattle,32
2017-07-30,2.6,1131.67,13395.46,76.57,organic,2017,Seattle,31
2017-07-23,2.61,729,12909.58,11.45,organic,2017,Seattle,30
2017-07-16,2.61,1003.18,12855.06,20.85,organic,2017,Seattle,29
2017-07-09,2.12,1411.24,16587.8,24.73,organic,2017,Seattle,28
2017-07-02,2.35,1634.38,18664.45,43,organic,2017,Seattle,27
2017-06-25,2.65,1739.77,21572.4,46.96,organic,2017,Seattle,26
2017-06-18,1.83,1540.72,14636.84,33.95,organic,2017,Seattle,25
2017-06-11,1.6,1631.85,14860.39,0,organic,2017,Seattle,24
2017-06-04,1.45,2133.74,15783.16,0,organic,2017,Seattle,23
2017-05-28,1.46,2231.32,12440.49,0,organic,2017,Seattle,22
2017-05-21,1.53,3074.66,11527.34,7.95,organic,2017,Seattle,21
2017-05-14,1.62,1601.12,13061.38,41.19,organic,2017,Seattle,20
2017-05-07,1.51,1762.76,16113.72,10.69,organic,2017,Seattle,19
2017-04-30,1.39,1574.25,12759.95,4.01,organic,2017,Seattle,18
2017-04-23,1.39,1787.17,12544.82,4.07,organic,2017,Seattle,17
2017-04-16,1.45,1647.85,14021.33,10.88,organic,2017,Seattle,16
2017-04-09,1.44,1602.38,13738.79,4.09,organic,2017,Seattle,15
2017-04-02,1.02,1334.79,18147.07,45.03,organic,2017,Seattle,14
2017-03-26,0.7,1221.44,13622.19,6.8,organic,2017,Seattle,13
2017-03-19,1.52,1575.36,14762.91,4.06,organic,2017,Seattle,12
2017-03-12,1.18,1547.48,19478.68,16.82,organic,2017,Seattle,11
2017-03-05,0.99,959.06,14930.47,15.44,organic,2017,Seattle,10
2017-02-26,1.58,821.13,12370.73,13.32,organic,2017,Seattle,9
2017-02-19,2.26,800.29,14582.23,12.06,organic,2017,Seattle,8
2017-02-12,1.79,684.04,16188.04,25.14,organic,2017,Seattle,7
2017-02-05,0.98,906.24,10333.71,18.8,organic,2017,Seattle,6
2017-01-29,1.22,636.48,10502.66,58.27,organic,2017,Seattle,5
2017-01-22,1.32,654.95,10318.19,9.24,organic,2017,Seattle,4
2017-01-15,1.25,447.27,11513.38,1.32,organic,2017,Seattle,3
2017-01-08,1.23,537.65,11503.88,6.58,organic,2017,Seattle,2
2017-01-01,1.23,486.56,11213.59,2.63,organic,2017,Seattle,1
2017-12-31,1.36,72.42,4072.89,116.33,organic,2017,SouthCarolina,53
2017-12-24,1.48,118.57,3514.42,79.12,organic,2017,SouthCarolina,52
2017-12-17,1.44,69.2,3091.47,78.86,organic,2017,SouthCarolina,51
2017-12-10,1.42,84.05,2990.27,70.89,organic,2017,SouthCarolina,50
2017-12-03,1.49,79.51,3753.83,98.72,organic,2017,SouthCarolina,49
2017-11-26,1.54,81.64,3171.89,45.88,organic,2017,SouthCarolina,48
2017-11-19,1.56,89.27,3201.7,85.36,organic,2017,SouthCarolina,47
2017-11-12,1.64,75.29,3360.95,39.33,organic,2017,SouthCarolina,46
2017-11-05,1.68,125.12,3697.79,112.44,organic,2017,SouthCarolina,45
2017-10-29,1.69,132.44,2891.29,66.22,organic,2017,SouthCarolina,44
2017-10-22,1.7,183.93,3156.87,87.34,organic,2017,SouthCarolina,43
2017-10-15,1.78,231.95,3011.81,76.97,organic,2017,SouthCarolina,42
2017-10-08,2.04,136.03,3139.37,60.66,organic,2017,SouthCarolina,41
2017-10-01,2.15,182.4,3400.73,81.2,organic,2017,SouthCarolina,40
